transactionID,carrierID,customerID,amount,date
1751,2,16,15.35,2009-01-11 11:27:42
1752,1,604,7.29,2009-11-16 04:57:28
1753,1,526,10.09,2005-03-30 05:42:19
1754,3,151,6.32,2006-12-18 03:25:42
1755,2,463,8.28,2005-05-09 10:49:01
1756,2,741,6.66,2006-01-01 19:47:59
1757,1,5,18.32,2008-10-22 03:03:31
1758,3,880,16.16,2009-12-05 01:53:47
1759,3,114,9.95,2006-06-07 12:58:31
1760,1,727,19.04,2006-01-08 11:00:18
1761,2,21,12.95,2007-11-20 19:06:20
1762,1,763,19.61,2007-10-03 22:45:59
1763,3,686,5.68,2007-11-21 14:57:48
1764,1,156,15.6,2007-09-01 21:18:36
1765,2,117,13.39,2009-01-28 22:20:38
1766,2,424,11.41,2008-05-24 20:03:50
1767,3,533,6.45,2008-02-01 10:45:29
1768,2,225,17.84,2009-11-17 14:59:12
1769,2,606,18.99,2007-09-06 05:05:27
1770,1,640,16.8,2007-05-04 15:58:33
1771,3,129,14.26,2007-08-11 22:08:32
1772,1,588,12.2,2006-06-05 08:13:45
1773,3,524,6.77,2005-12-07 20:21:16
1774,2,492,6.49,2007-08-11 15:11:03
1775,2,353,5.66,2008-04-01 17:30:15
1776,1,199,17.24,2007-07-10 11:09:06
1777,2,401,12.37,2005-09-04 05:49:44
1778,2,598,14.3,2009-03-23 04:20:20
1779,1,467,7.59,2009-06-08 01:26:10
1780,1,899,17.14,2007-07-15 23:00:22
1781,1,986,5.14,2007-11-20 14:34:32
1782,1,247,18.4,2006-06-10 00:46:34
1783,2,724,6.7,2009-02-13 00:19:35
1784,3,899,18.56,2006-03-18 22:22:48
1785,3,269,14.45,2009-05-04 09:42:45
1786,2,596,11.01,2007-05-20 11:01:33
1787,2,442,12.8,2006-02-16 23:33:11
1788,3,578,19.49,2007-12-19 19:04:25
1789,3,339,7.85,2007-03-12 11:24:58
1790,1,445,19.6,2008-09-25 17:48:15
1791,3,689,6.82,2005-05-29 15:22:00
1792,2,867,9.71,2008-04-01 20:43:48
1793,2,252,13.4,2009-07-22 01:15:48
1794,1,178,9.41,2009-05-13 12:40:24
1795,3,625,12.6,2009-06-11 08:35:46
1796,1,558,8.89,2008-03-05 22:11:25
1797,3,1,5.48,2007-02-01 23:19:14
1798,1,281,10.2,2008-10-06 08:35:50
1799,3,314,7.97,2007-07-24 20:02:38
1800,2,740,12.85,2009-11-04 13:11:23
1801,2,466,6.28,2007-02-21 19:48:56
1802,2,940,14.37,2008-05-13 00:40:51
1803,3,932,10.35,2007-03-22 17:16:41
1804,1,712,10.68,2005-05-29 22:18:14
1805,3,421,19.68,2005-05-25 02:33:09
1806,3,939,12.47,2005-02-15 18:23:05
1807,1,179,5.51,2009-01-11 18:47:03
1808,2,50,13.27,2005-12-01 08:50:20
1809,1,974,11.4,2007-10-29 20:05:45
1810,1,703,19.31,2005-03-04 21:31:04
1811,2,926,18.62,2007-04-12 04:39:39
1812,3,739,9.7,2008-10-17 03:17:47
1813,3,80,6.25,2007-03-12 03:22:22
1814,1,874,9.48,2007-10-12 18:17:22
1815,3,834,14.51,2007-10-26 05:07:41
1816,3,962,9.81,2005-05-09 17:35:50
1817,3,768,10.81,2006-10-09 01:03:21
1818,1,169,6.72,2006-10-03 11:42:26
1819,1,714,10.54,2009-06-15 05:54:46
1820,1,992,15.76,2005-06-11 02:22:43
1821,2,302,13.42,2008-09-18 16:36:12
1822,1,556,11.44,2005-01-24 16:49:30
1823,2,16,12.8,2008-03-22 08:00:49
1824,2,326,5.76,2005-10-26 13:30:12
1825,1,365,17.66,2008-02-07 09:07:31
1826,2,76,10.46,2008-04-19 09:35:26
1827,1,991,19.21,2007-02-24 09:30:09
1828,1,95,15.57,2008-05-06 00:47:34
1829,3,32,19.75,2005-07-12 12:03:40
1830,1,653,8.49,2006-01-26 20:11:45
1831,2,67,19.37,2007-04-04 21:04:39
1832,1,606,5.41,2007-04-06 21:02:45
1833,3,594,10.66,2005-07-09 08:32:15
1834,1,366,9.37,2006-06-20 20:47:01
1835,1,424,11.13,2006-02-19 12:40:37
1836,2,750,8.24,2009-09-27 08:43:48
1837,1,526,10.0,2006-08-09 00:15:26
1838,3,15,10.02,2009-05-28 03:48:36
1839,1,183,17.18,2008-06-07 22:46:34
1840,1,626,10.07,2006-10-12 19:45:26
1841,3,707,13.04,2007-05-25 19:35:27
1842,2,172,5.47,2009-10-15 11:06:45
1843,3,191,7.52,2009-01-28 09:38:42
1844,3,440,16.79,2008-01-12 20:05:49
1845,1,823,17.8,2006-04-23 18:52:06
1846,1,646,19.08,2007-02-24 13:59:03
1847,3,724,18.04,2008-03-12 16:16:38
1848,1,389,11.88,2005-08-18 15:12:03
1849,1,479,9.42,2006-05-31 21:38:07
1850,2,472,10.84,2008-06-03 11:01:38
1851,3,490,11.24,2009-02-20 12:51:39
1852,3,252,8.4,2008-01-24 00:56:17
1853,2,747,13.55,2006-09-10 10:54:47
1854,1,42,15.4,2009-01-31 18:32:14
1855,1,372,5.13,2006-02-22 07:39:45
1856,1,481,9.24,2009-02-18 18:45:27
1857,1,578,19.72,2008-07-15 14:23:09
1858,1,443,5.04,2005-02-16 21:11:21
1859,1,674,8.2,2005-10-06 18:09:54
1860,1,367,15.95,2008-08-24 18:25:47
1861,1,163,14.25,2007-10-01 17:49:29
1862,1,788,5.5,2007-03-05 23:00:08
1863,3,878,13.85,2007-10-05 09:59:47
1864,2,899,15.08,2005-07-01 04:44:11
1865,2,524,12.25,2008-02-19 17:21:07
1866,3,884,9.86,2007-12-23 00:45:03
1867,1,896,17.11,2009-03-27 03:08:15
1868,3,422,16.9,2005-01-28 04:17:46
1869,1,149,12.96,2009-08-16 11:31:09
1870,1,139,15.22,2008-02-29 09:28:29
1871,3,909,14.34,2008-06-02 22:14:08
1872,2,543,14.01,2007-12-10 02:58:25
1873,3,536,16.81,2008-12-02 01:34:38
1874,3,417,15.93,2005-08-02 12:38:41
1875,3,76,5.78,2005-07-14 18:22:11
1876,3,42,8.82,2006-04-05 19:24:41
1877,2,849,16.59,2005-07-02 16:25:30
1878,2,405,9.06,2005-08-16 14:04:58
1879,1,458,16.61,2005-04-10 17:17:32
1880,2,845,15.08,2006-03-25 13:19:45
1881,1,554,19.72,2009-08-29 03:48:06
1882,1,516,11.36,2007-04-12 05:53:37
1883,1,808,9.44,2009-05-15 06:19:38
1884,1,12,5.9,2006-10-16 15:59:56
1885,2,209,17.02,2009-02-28 04:44:30
1886,2,459,11.64,2007-10-31 03:47:34
1887,3,87,7.83,2006-08-06 05:35:06
1888,1,710,8.05,2005-02-12 03:40:43
1889,1,225,13.01,2008-08-08 06:15:14
1890,2,585,12.88,2006-02-18 19:47:50
1891,1,200,19.7,2005-10-16 04:32:12
1892,2,904,18.04,2008-12-02 14:40:52
1893,1,906,12.38,2009-02-28 20:25:23
1894,2,793,17.82,2007-03-02 14:34:08
1895,2,563,18.83,2006-03-18 19:05:26
1896,1,240,9.08,2007-07-15 01:34:49
1897,1,261,16.89,2007-03-16 05:13:14
1898,1,224,12.32,2009-01-27 04:36:41
1899,3,912,6.91,2006-12-07 05:56:21
1900,1,604,12.44,2005-05-30 08:54:31
1901,3,904,17.7,2005-08-03 06:04:17
1902,2,510,10.42,2007-04-12 12:57:52
1903,3,652,6.48,2005-05-21 13:10:50
1904,3,802,14.6,2007-05-03 16:22:33
1905,1,871,14.9,2008-09-17 17:06:12
1906,2,429,8.66,2008-12-28 08:56:14
1907,3,59,15.88,2007-05-19 01:05:53
1908,3,559,8.59,2005-11-16 00:30:59
1909,2,562,5.52,2008-06-08 06:14:10
1910,1,254,15.46,2008-07-28 03:03:18
1911,3,5,18.91,2007-10-02 23:36:25
1912,3,718,18.14,2005-09-04 17:06:58
1913,3,154,8.18,2009-11-13 18:43:33
1914,3,46,10.3,2007-04-10 03:10:18
1915,3,795,5.9,2007-12-08 16:20:03
1916,3,430,16.09,2006-04-04 07:19:18
1917,3,437,18.94,2008-04-11 23:53:44
1918,3,650,18.62,2006-08-29 19:20:06
1919,2,934,16.19,2009-05-16 18:32:24
1920,2,614,15.46,2006-10-29 17:54:28
1921,3,23,9.98,2007-07-09 16:24:58
1922,2,216,13.41,2008-12-14 00:56:09
1923,3,465,15.05,2008-11-17 21:10:15
1924,3,946,18.6,2009-07-07 04:48:42
1925,2,546,5.81,2005-07-26 11:59:02
1926,2,140,12.2,2007-08-02 06:24:44
1927,2,639,11.09,2009-06-28 11:56:22
1928,1,279,6.47,2006-02-01 04:53:28
1929,1,643,5.94,2005-03-07 07:22:33
1930,3,272,16.9,2007-02-27 07:00:37
1931,1,646,5.86,2009-04-20 02:16:29
1932,2,703,9.41,2006-04-16 20:16:54
1933,2,647,13.36,2009-02-18 19:55:12
1934,2,877,5.69,2008-11-13 03:50:05
1935,1,510,5.55,2007-07-06 22:11:16
1936,1,669,19.08,2009-04-02 22:57:55
1937,2,884,7.78,2009-02-13 02:21:16
1938,1,813,13.51,2009-09-02 01:27:12
1939,2,431,18.63,2007-12-13 00:01:20
1940,2,104,8.45,2009-09-13 08:48:55
1941,2,104,10.01,2008-01-01 11:02:40
1942,2,957,9.26,2006-07-03 10:33:40
1943,1,618,16.41,2006-05-12 07:08:08
1944,3,821,6.32,2006-11-01 17:00:07
1945,1,106,6.79,2006-10-20 12:19:26
1946,2,247,6.48,2007-02-22 06:00:12
1947,2,670,16.88,2008-04-08 18:27:01
1948,2,36,14.87,2007-12-21 00:41:12
1949,1,409,12.9,2008-10-17 17:32:58
1950,2,411,18.06,2009-09-11 14:30:16
1951,2,128,19.57,2008-11-24 18:53:43
1952,1,323,13.78,2005-05-10 14:19:55
1953,3,369,12.79,2009-01-09 10:20:19
1954,1,521,16.03,2007-04-15 04:29:03
1955,3,781,9.79,2006-10-17 14:57:47
1956,2,766,14.77,2008-09-30 23:58:14
1957,1,538,14.46,2008-03-05 09:27:02
1958,2,512,7.77,2008-09-08 12:20:46
1959,3,292,13.93,2009-06-22 07:38:44
1960,1,652,12.08,2009-05-16 01:11:22
1961,3,623,8.92,2005-05-24 19:53:24
1962,3,103,10.04,2007-09-26 05:53:05
1963,1,572,14.5,2006-03-13 21:15:10
1964,3,343,18.59,2007-08-17 20:05:07
1965,2,605,6.71,2007-08-15 23:18:28
1966,3,297,14.0,2009-07-06 09:31:52
1967,1,460,16.52,2006-12-26 19:42:11
1968,1,914,12.45,2005-02-04 20:05:12
1969,3,569,5.15,2009-10-16 13:03:51
1970,2,214,9.61,2007-09-21 22:35:15
1971,1,715,12.04,2008-10-31 10:38:19
1972,2,674,9.34,2009-08-14 00:12:14
1973,1,207,5.04,2008-08-01 19:15:30
1974,3,189,8.31,2008-01-16 13:33:23
1975,2,894,14.65,2008-05-03 10:27:22
1976,1,637,13.99,2008-05-28 17:40:51
1977,1,626,8.55,2006-06-27 11:02:02
1978,2,176,10.17,2007-03-06 00:34:44
1979,3,187,7.43,2006-09-25 17:53:33
1980,1,91,9.38,2009-07-25 17:12:20
1981,1,294,8.74,2008-05-09 12:51:26
1982,2,915,18.92,2006-02-14 17:23:55
1983,3,506,15.95,2009-02-10 14:21:40
1984,1,584,17.19,2005-09-08 10:20:32
1985,3,764,6.81,2009-10-03 11:31:00
1986,2,203,17.95,2005-06-27 06:37:43
1987,2,548,5.73,2008-11-04 16:38:08
1988,3,629,16.46,2007-11-07 20:46:53
1989,2,704,19.47,2005-09-08 09:27:42
1990,3,995,19.12,2008-05-06 19:50:24
1991,2,17,18.25,2005-01-25 03:40:52
1992,1,531,13.63,2007-03-02 18:02:49
1993,1,543,11.01,2005-07-08 09:17:08
1994,1,697,13.47,2008-10-21 18:07:24
1995,1,648,17.02,2006-08-13 16:46:06
1996,1,77,16.33,2007-11-04 07:29:43
1997,2,663,6.22,2008-05-08 10:18:11
1998,1,657,10.51,2008-06-17 13:13:59
1999,1,548,16.84,2009-10-15 20:06:38
2000,1,205,18.33,2006-05-11 03:08:36
2001,3,218,19.8,2008-03-18 16:32:17
2002,3,793,12.87,2007-02-10 11:33:03
2003,2,726,13.41,2009-07-14 15:08:44
2004,2,294,19.94,2008-11-22 11:29:33
2005,2,274,16.28,2007-12-10 22:18:20
2006,2,610,13.62,2005-08-18 00:38:51
2007,3,798,9.37,2007-04-09 08:28:53
2008,3,690,15.39,2005-07-16 21:31:15
2009,2,333,14.7,2008-09-21 08:05:42
2010,3,476,5.02,2006-12-20 20:11:57
2011,3,884,6.13,2009-09-17 07:45:13
2012,1,17,6.38,2008-03-20 18:20:52
2013,3,227,13.01,2006-03-21 23:33:11
2014,3,287,10.95,2007-03-10 13:52:31
2015,2,400,10.28,2009-07-06 11:58:22
2016,3,864,10.81,2005-09-17 12:41:33
2017,1,493,13.85,2005-04-19 04:00:35
2018,3,539,11.57,2007-05-09 20:49:23
2019,3,637,6.42,2007-09-15 12:16:52
2020,3,649,18.72,2006-10-01 08:21:20
2021,2,349,17.97,2005-01-04 02:27:48
2022,1,316,15.99,2006-07-29 01:17:22
2023,3,745,16.01,2008-10-22 20:08:25
2024,2,15,19.69,2009-03-02 22:03:22
2025,2,262,17.31,2007-02-15 01:53:48
2026,3,97,10.19,2009-05-17 21:56:05
2027,3,970,18.87,2009-11-19 18:18:59
2028,3,307,19.62,2008-05-20 03:07:50
2029,1,837,17.74,2006-09-22 15:40:07
2030,3,462,9.27,2009-07-30 12:13:09
2031,3,435,9.87,2006-10-06 23:34:11
2032,3,268,8.83,2008-01-09 03:52:35
2033,1,849,11.32,2006-10-04 14:01:03
2034,2,973,7.56,2008-05-10 03:09:03
2035,1,390,10.71,2009-03-14 11:30:32
2036,2,346,17.46,2009-03-07 02:05:38
2037,3,882,12.49,2009-02-26 12:15:47
2038,2,280,19.47,2005-09-21 03:09:01
2039,3,728,6.4,2006-09-23 02:54:16
2040,2,218,16.44,2005-12-03 19:37:14
2041,3,540,12.42,2006-12-20 15:12:01
2042,2,415,7.07,2006-12-24 05:09:56
2043,1,301,6.01,2007-06-14 01:44:37
2044,3,712,19.1,2008-05-09 13:42:55
2045,2,736,15.04,2006-12-22 20:33:05
2046,1,920,8.92,2007-12-18 16:33:44
2047,2,870,16.62,2008-11-12 02:16:23
2048,1,240,6.07,2006-01-25 04:33:53
2049,2,374,18.75,2007-06-03 17:26:31
2050,2,961,10.94,2005-09-21 00:24:30
2051,2,39,14.32,2008-11-04 20:30:39
2052,2,673,6.99,2005-03-11 23:39:36
2053,3,94,14.13,2006-10-10 06:11:02
2054,1,217,10.21,2008-05-06 03:25:19
2055,1,560,8.07,2007-07-12 10:32:51
2056,2,755,10.74,2005-05-19 15:34:08
2057,1,327,17.87,2005-03-13 00:50:42
2058,3,133,19.08,2008-07-08 10:43:27
2059,2,376,11.71,2009-08-17 03:42:35
2060,1,109,19.99,2009-04-30 22:03:13
2061,1,933,11.3,2007-03-27 22:28:48
2062,3,859,12.19,2009-01-26 08:21:44
2063,1,505,5.44,2006-05-10 08:22:28
2064,1,533,18.89,2008-03-16 05:19:27
2065,3,958,6.74,2005-03-28 16:46:32
2066,3,316,10.64,2006-08-16 18:38:35
2067,2,794,9.73,2008-11-16 23:59:51
2068,1,798,10.15,2005-10-20 16:03:32
2069,2,307,8.95,2009-08-28 05:51:19
2070,2,853,8.42,2008-07-24 21:34:33
2071,1,583,16.04,2009-03-14 10:58:31
2072,2,407,10.9,2008-09-18 02:23:13
2073,1,737,8.45,2009-07-05 05:23:44
2074,3,268,17.24,2009-06-20 02:12:08
2075,1,626,6.89,2007-07-26 22:24:56
2076,1,588,16.95,2008-12-02 05:47:42
2077,2,607,14.75,2007-06-26 15:01:52
2078,3,342,15.92,2008-12-17 16:22:26
2079,3,13,11.24,2006-12-12 18:53:36
2080,2,516,19.0,2008-12-09 22:24:47
2081,3,277,6.64,2006-02-22 11:53:30
2082,1,709,14.36,2005-03-30 12:28:35
2083,2,287,5.91,2009-09-13 22:42:00
2084,2,484,12.77,2005-06-22 17:09:41
2085,3,606,11.38,2008-07-16 15:43:44
2086,2,996,9.03,2009-07-16 00:18:20
2087,2,561,11.86,2006-08-16 21:49:09
2088,2,643,13.0,2007-07-31 01:41:57
2089,2,979,11.6,2005-03-17 15:13:57
2090,1,418,10.35,2008-05-12 23:12:03
2091,3,478,9.56,2009-09-05 22:02:38
2092,1,668,12.64,2006-07-28 00:09:33
2093,1,369,12.45,2008-09-15 19:21:55
2094,1,144,13.44,2008-05-19 08:12:13
2095,3,60,10.1,2009-01-29 19:13:38
2096,3,564,5.71,2006-01-09 13:26:45
2097,2,348,16.68,2008-11-17 07:14:14
2098,3,792,19.07,2005-03-28 17:44:07
2099,2,801,8.57,2007-12-31 18:54:09
2100,1,75,19.48,2006-04-09 03:52:21
2101,1,159,7.35,2006-08-18 22:20:01
2102,2,486,17.97,2008-04-03 13:25:21
2103,1,784,14.64,2008-11-05 18:50:17
2104,3,677,9.24,2006-05-07 02:28:28
2105,3,666,6.42,2008-10-13 16:42:11
2106,2,781,15.34,2006-01-21 17:27:27
2107,1,550,12.15,2007-02-24 12:45:38
2108,1,718,18.03,2005-06-23 00:49:55
2109,1,955,7.68,2009-02-25 04:29:07
2110,1,537,14.07,2007-03-30 06:51:31
2111,2,63,14.38,2009-03-19 10:19:40
2112,1,533,9.87,2006-10-31 16:27:37
2113,1,500,10.95,2007-03-22 23:14:42
2114,1,748,10.28,2006-09-11 20:58:25
2115,2,86,16.49,2009-09-27 16:31:23
2116,1,397,17.44,2005-10-29 23:32:58
2117,2,41,18.32,2007-04-06 07:54:22
2118,1,739,19.65,2007-08-13 09:39:24
2119,1,773,5.44,2006-08-15 09:02:56
2120,2,363,19.41,2006-09-19 09:49:52
2121,2,660,5.67,2009-10-21 11:47:34
2122,3,286,6.01,2005-07-07 08:23:52
2123,3,495,5.39,2006-06-17 04:32:46
2124,3,761,17.52,2005-08-06 21:06:28
2125,1,762,10.31,2007-03-03 09:50:13
2126,3,950,7.92,2008-12-31 01:52:28
2127,2,350,6.58,2008-03-19 07:16:56
2128,1,668,19.52,2008-11-03 11:07:29
2129,2,395,16.04,2009-11-03 17:09:11
2130,3,54,17.96,2007-12-10 09:19:15
2131,2,282,11.9,2008-08-05 22:46:47
2132,3,454,11.88,2007-09-19 17:33:19
2133,3,121,14.85,2006-08-09 18:58:49
2134,1,604,17.95,2008-04-26 04:02:11
2135,3,21,19.81,2005-03-19 21:17:11
2136,3,292,11.03,2007-09-05 20:45:59
2137,1,674,14.15,2007-08-28 06:52:49
2138,3,375,14.66,2006-08-23 00:55:51
2139,3,731,10.71,2006-06-18 00:53:10
2140,2,117,17.53,2009-02-13 05:26:15
2141,2,11,17.96,2008-05-19 16:08:40
2142,2,84,6.08,2009-07-08 02:00:46
2143,1,834,10.53,2009-04-02 18:11:14
2144,3,900,13.83,2005-07-20 07:45:04
2145,2,512,11.97,2007-08-02 02:00:01
2146,2,678,14.05,2006-06-21 20:27:16
2147,2,29,14.96,2007-07-18 18:28:01
2148,1,382,8.11,2009-03-31 22:26:54
2149,3,708,6.35,2008-12-22 07:47:05
2150,1,550,16.73,2007-10-10 11:06:36
2151,1,693,13.99,2005-02-26 00:28:05
2152,1,705,12.83,2005-08-13 06:03:56
2153,3,183,17.49,2008-07-14 06:38:08
2154,3,336,19.24,2006-01-02 07:23:47
2155,1,984,9.99,2007-07-02 06:47:53
2156,3,530,19.69,2006-07-26 03:01:41
2157,1,163,14.71,2007-11-04 10:38:28
2158,2,695,14.18,2005-11-11 03:30:14
2159,2,259,19.86,2009-12-16 04:54:04
2160,1,778,17.03,2005-04-08 01:07:30
2161,3,357,12.38,2009-12-27 18:11:07
2162,3,885,18.65,2006-11-06 14:49:43
2163,3,487,6.36,2006-03-14 00:42:31
2164,3,174,15.15,2009-01-20 07:20:42
2165,2,355,8.84,2007-10-01 20:11:53
2166,2,567,14.95,2007-08-08 13:55:36
2167,1,384,10.36,2005-09-19 02:28:46
2168,2,283,11.92,2007-05-19 14:37:32
2169,2,269,11.74,2009-09-24 04:49:11
2170,1,839,7.02,2005-12-18 11:55:48
2171,1,812,17.19,2006-11-19 17:10:05
2172,1,94,15.42,2006-12-12 20:34:24
2173,3,764,11.75,2005-11-19 00:32:56
2174,2,661,10.87,2009-02-05 07:00:11
2175,3,736,8.86,2007-03-15 18:54:05
2176,2,6,15.32,2006-11-25 21:53:34
2177,3,776,19.43,2007-09-29 15:39:33
2178,2,834,9.63,2007-01-22 21:44:23
2179,1,631,5.05,2007-01-11 18:36:42
2180,2,764,6.01,2005-09-09 20:46:28
2181,3,730,16.47,2005-12-31 16:56:45
2182,3,561,7.48,2006-09-06 09:34:34
2183,3,911,14.44,2005-04-18 23:00:01
2184,2,869,8.59,2005-04-21 03:40:59
2185,2,563,12.27,2007-07-31 10:20:07
2186,3,701,7.48,2008-05-19 03:54:31
2187,3,958,10.98,2008-05-30 19:09:45
2188,3,495,18.2,2008-03-11 21:31:01
2189,2,474,13.49,2009-05-08 05:38:23
2190,3,43,19.84,2007-02-09 03:04:39
2191,1,653,16.28,2007-12-09 05:48:07
2192,3,704,10.53,2006-04-06 03:00:08
2193,3,133,12.95,2005-12-15 03:42:53
2194,2,572,19.74,2006-07-07 14:28:00
2195,3,629,10.76,2006-12-29 03:18:38
2196,2,83,10.43,2009-06-01 07:01:25
2197,2,201,9.54,2006-08-17 01:54:42
2198,2,478,15.88,2006-09-26 20:10:01
2199,1,640,15.28,2008-06-17 16:12:10
2200,3,588,9.69,2006-08-10 10:09:33
2201,1,304,7.01,2006-11-16 03:03:13
2202,1,803,12.68,2005-02-20 05:53:44
2203,1,473,10.33,2005-06-07 20:08:33
2204,3,745,12.24,2009-09-07 10:09:37
2205,3,474,16.15,2008-10-24 03:08:40
2206,3,705,8.8,2006-04-22 16:27:51
2207,3,989,12.99,2006-02-15 04:40:22
2208,3,39,16.17,2005-02-20 09:00:33
2209,2,237,13.84,2006-08-13 04:19:00
2210,3,950,13.44,2009-12-31 07:14:11
2211,2,424,9.92,2008-08-09 18:37:07
2212,1,863,5.56,2006-02-06 11:48:34
2213,3,44,11.49,2005-12-05 09:33:05
2214,3,514,9.15,2008-02-20 22:03:43
2215,1,472,18.88,2008-04-14 18:08:09
2216,2,648,14.74,2008-01-29 20:28:56
2217,1,315,14.81,2005-08-06 08:38:31
2218,3,830,19.11,2005-05-29 12:26:31
2219,1,339,11.33,2007-06-03 11:53:07
2220,2,802,19.33,2006-01-10 08:06:29
2221,3,788,7.53,2007-09-12 06:27:32
2222,3,942,8.79,2005-12-14 21:43:59
2223,2,36,16.12,2008-12-26 17:10:12
2224,1,70,9.33,2007-04-26 11:40:59
2225,1,590,8.65,2007-02-19 23:05:50
2226,3,420,6.37,2008-02-03 08:02:32
2227,1,231,11.97,2009-06-14 05:17:38
2228,3,471,19.12,2007-05-20 00:20:55
2229,1,219,5.39,2007-03-04 20:27:03
2230,1,437,9.2,2005-08-30 17:32:28
2231,3,724,9.68,2008-11-19 19:08:15
2232,1,576,13.69,2006-04-06 14:47:52
2233,1,26,15.52,2008-09-16 10:50:57
2234,3,291,17.01,2009-02-12 22:10:28
2235,1,60,9.45,2008-02-09 17:23:38
2236,3,421,8.55,2007-02-12 07:33:09
2237,1,827,9.3,2008-09-11 05:44:16
2238,1,456,7.98,2009-05-27 01:11:21
2239,2,410,11.72,2009-09-11 21:13:15
2240,2,96,15.99,2009-04-12 10:37:12
2241,1,742,19.97,2008-04-25 08:00:17
2242,2,226,11.13,2009-01-18 01:52:17
2243,3,609,15.38,2006-01-01 11:37:53
2244,3,372,13.63,2006-12-10 14:30:48
2245,2,539,15.13,2008-02-01 11:42:07
2246,2,965,13.93,2005-01-06 00:15:01
2247,3,264,18.33,2008-01-17 22:14:23
2248,2,238,17.48,2005-01-04 22:35:44
2249,1,722,17.58,2006-11-08 01:04:45
2250,2,220,16.39,2005-12-02 20:27:36
2251,3,766,18.62,2005-07-05 03:20:04
2252,3,136,12.72,2007-10-28 10:31:35
2253,3,35,11.9,2007-12-28 19:17:26
2254,3,246,11.91,2006-12-13 06:11:22
2255,3,423,11.92,2007-08-23 05:40:57
2256,3,586,14.04,2008-02-19 21:42:52
2257,2,770,8.77,2005-10-20 00:39:27
2258,3,536,17.26,2007-02-22 10:14:04
2259,2,718,12.28,2009-09-18 05:06:15
2260,1,860,5.78,2006-12-31 01:25:26
2261,1,894,6.83,2007-06-30 21:55:32
2262,2,343,8.64,2006-01-23 15:36:37
2263,1,90,5.75,2006-05-17 07:21:39
2264,3,504,17.39,2009-06-05 16:50:13
2265,2,910,18.5,2008-02-10 02:53:21
2266,1,226,17.37,2005-08-28 23:22:22
2267,1,142,5.74,2009-10-18 19:25:22
2268,1,799,17.03,2005-04-13 04:24:49
2269,3,939,9.74,2005-12-08 15:47:40
2270,3,940,15.05,2006-03-30 14:14:07
2271,1,209,13.05,2007-07-27 18:20:06
2272,1,938,9.22,2005-04-04 02:09:59
2273,1,838,19.59,2006-06-28 01:32:30
2274,2,404,6.16,2007-05-14 08:12:45
2275,1,698,9.07,2007-08-09 11:04:38
2276,3,388,18.37,2009-06-27 09:41:55
2277,2,862,8.35,2006-08-05 16:04:25
2278,1,260,14.06,2009-08-07 17:14:23
2279,3,562,15.0,2008-12-20 11:27:50
2280,3,270,13.63,2006-08-29 14:22:37
2281,3,155,8.6,2007-05-06 10:55:08
2282,3,166,15.08,2005-08-19 21:49:03
2283,2,474,6.78,2006-11-18 19:29:21
2284,2,326,18.2,2007-03-13 21:36:18
2285,3,35,5.4,2008-07-27 10:40:17
2286,2,433,17.87,2008-11-30 22:08:50
2287,1,691,8.31,2009-05-15 19:36:56
2288,1,679,14.76,2006-09-27 20:27:55
2289,2,262,7.25,2005-04-19 02:39:59
2290,2,578,17.22,2009-08-25 06:44:31
2291,3,744,6.21,2009-11-17 13:46:37
2292,1,393,11.01,2006-05-06 10:42:54
2293,1,815,16.0,2007-10-19 21:13:04
2294,3,747,6.92,2005-09-18 21:30:08
2295,2,79,12.19,2005-04-26 22:11:55
2296,2,486,19.29,2007-12-07 01:46:31
2297,1,80,18.27,2006-04-21 03:02:13
2298,2,753,12.47,2005-12-12 02:35:08
2299,2,969,16.68,2007-05-31 01:38:43
2300,2,45,7.29,2006-05-24 01:03:44
2301,3,41,10.04,2009-06-07 22:46:52
2302,3,490,8.44,2007-03-20 03:05:09
2303,1,203,14.51,2006-06-18 22:25:03
2304,1,568,17.91,2007-08-31 06:02:41
2305,3,281,14.35,2005-08-06 17:10:47
2306,3,590,10.58,2007-01-29 08:19:29
2307,2,204,10.09,2007-11-30 01:25:14
2308,3,868,14.14,2006-06-14 08:20:47
2309,1,709,12.29,2006-05-26 12:18:11
2310,3,775,6.53,2008-05-13 19:42:30
2311,1,757,18.24,2009-02-16 03:32:25
2312,2,440,19.76,2005-09-25 11:55:31
2313,3,53,13.96,2009-02-20 17:07:40
2314,2,160,9.27,2008-08-27 01:22:04
2315,1,845,17.13,2008-05-30 10:30:20
2316,2,201,17.18,2005-05-17 21:49:31
2317,1,531,17.01,2005-05-27 09:27:44
2318,2,751,12.86,2006-04-13 03:47:03
2319,3,272,19.42,2009-06-02 18:19:47
2320,2,264,10.03,2009-03-27 03:55:23
2321,2,102,13.09,2006-09-25 06:59:24
2322,2,538,7.97,2006-09-14 12:14:32
2323,2,876,13.03,2007-05-12 07:16:51
2324,1,342,9.56,2006-11-18 11:18:41
2325,3,854,11.5,2005-02-11 06:22:19
2326,3,556,7.63,2007-03-01 15:45:08
2327,3,414,17.15,2006-09-28 06:44:27
2328,1,482,9.74,2007-05-21 12:05:47
2329,3,339,9.54,2006-11-17 11:38:53
2330,2,938,13.31,2006-07-22 23:19:32
2331,3,537,16.8,2007-07-24 21:34:52
2332,2,658,8.86,2007-06-30 06:58:45
